Ticket Number,Date Created,Subject,From,From Email,Priority,Department,Type,Source,Current Status,Last Updated,Due Date,Overdue,Answered,Agent Assigned,Team Assigned,Thread Count,Attachment Count,Category,Issue Origin,Select Ticket Status Update,SLA Due Date,Breached SLA
111245,6/28/2019 15:23,JDE PROD - Withdraw/ Cancel an approved ER,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/9/2019 11:58,2/23/2021 0:08,0,1,Jared Smith,JDE Support Team,17,3,,,New Ticket,7/5/2019 0:00,No
111237,6/19/2019 16:04,SALN Report blank,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/5/2019 17:24,8/28/2019 23:46,0,1,Jared Smith,JDE Support Team,13,2,,,New Ticket,6/26/2019 0:00,No
111238,6/20/2019 9:06,Errors encountered during test instance,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/5/2019 14:49,8/14/2019 2:07,0,1,Jared Smith,JDE Support Team,16,8,,,New Ticket,6/27/2019 0:00,No
111231,6/11/2019 13:43,JDE Error: You have encountered an unexpected....,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/1/2019 17:29,5/22/2019 3:13,0,1,Jared Smith,JDE Support Team,12,3,,,New Ticket,6/18/2019 0:00,No
111161,3/29/2019 14:16,Login page Username field Issue (29 March 2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,7/1/2019 17:27,8/15/2019 5:01,0,1,Jared Smith,JDE Support Team,20,9,,,Close Ticket,4/5/2019 0:00,No
111230,6/11/2019 10:04,JDE Test Instance not accessible,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/28/2019 17:13,6/25/2019 22:22,0,1,Jared Smith,JDE Support Team,7,1,,,Close Ticket,6/18/2019 0:00,No
111226,6/6/2019 9:02,Cannot delete duplicate records of 3 employees,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/19/2019 18:13,10/1/2020 22:44,0,1,Jared Smith,JDE Support Team,17,8,,,Close Ticket,6/13/2019 0:00,No
111191,5/2/2019 8:40,Portal problem,Wilson Campus,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/7/2019 17:38,,0,1,Jared Smith,JDE Support Team,15,2,,,New Ticket,5/9/2019 0:00,No
111200,5/14/2019 10:42,Unable to received Email Notif. on PassChanged,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/3/2019 17:55,,0,1,Jared Smith,SAP Support Team,25,3,,,Close Ticket,5/21/2019 0:00,No
111192,5/3/2019 11:17,JDE PROD - Error Page (03 May 2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,6/3/2019 17:27,,0,1,Jared Smith,JDE Support Team,23,4,,,New Ticket,5/10/2019 0:00,No
111165,4/2/2019 16:53,Reverse Payment with Loan Charge,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/21/2019 18:14,,0,1,Jared Smith,SAP Support Team,23,3,,,New Ticket,4/9/2019 0:00,No
111179,4/17/2019 13:04,Authority to Fill Error,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/9/2019 17:18,,0,1,Jared Smith,JDE Support Team,34,5,,,Close Ticket,4/24/2019 0:00,No
111176,4/12/2019 11:57,Hung Concurrent Request: Open Budget Year,Kimberly Jones,kjones@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/9/2019 17:15,,0,1,Jared Smith,JDE Support Team,37,1,,,Open ,4/19/2019 0:00,No
111175,4/11/2019 10:40,JDE Prod - DV Approval Issue (11-Apr-2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/6/2019 18:44,,0,1,Jared Smith,JDE Support Team,8,3,,,Close Ticket,4/18/2019 0:00,No
111164,4/2/2019 15:52,JDE Test Instance - Notification Search Criteria,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/3/2019 17:16,,0,1,Jared Smith,JDE Support Team,13,4,,,New Ticket,4/9/2019 0:00,No
111145,3/18/2019 13:11,Authentication failed when running Reports,Kezia Richards,keziar@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,5/2/2019 17:33,,0,1,Jared Smith,JDE Support Team,26,3,,,Open ,3/25/2019 0:00,No
111170,4/5/2019 15:16,Error when opening Java Applet,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/22/2019 17:34,,0,1,Jared Smith,JDE Support Team,12,4,,,New Ticket,4/12/2019 0:00,No
111169,4/4/2019 16:22,JDE Test Instance - Workflow Background Process,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/22/2019 17:34,,0,1,Jared Smith,JDE Support Team,14,4,,,Close Ticket,4/11/2019 0:00,No
111163,4/1/2019 13:27,Error when creating Organization on TEST,Kezia Richards,keziar@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/22/2019 17:34,,0,1,Jared Smith,JDE Support Team,16,2,,,New Ticket,4/8/2019 0:00,No
111159,3/28/2019 11:46,Missing Project in App Design/DB,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/16/2019 17:55,,0,1,Jared Smith,SAP Support Team,22,8,,,New Ticket,4/4/2019 0:00,No
111155,3/22/2019 9:18,Error when filing Authority to Fill,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/15/2019 18:37,,0,1,Jared Smith,JDE Support Team,19,3,,,Close Ticket,3/29/2019 0:00,No
111166,4/3/2019 10:12,Cannot connect to PROD database,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/10/2019 18:36,,0,1,Jared Smith,JDE Support Team,11,5,,,New Ticket,4/10/2019 0:00,No
111156,3/26/2019 15:42,DEV NOT ACCESSIBLE,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,4/10/2019 18:00,,0,1,Jared Smith,SAP Support Team,26,9,,,New Ticket,4/2/2019 0:00,No
111104,2/1/2019 0:25,Timed out transactions in the worklist of approver,Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/10/2019 17:58,,0,1,Jared Smith,JDE Support Team,6,1,,,New Ticket,2/8/2019 0:00,No
111112,2/1/2019 2:22,Error Message upon Clicking the Responsibility,Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019 15:33,,0,1,Stellar Murad,JDE Support Team,8,2,,,New Ticket,2/8/2019 0:00,No
111110,2/1/2019 2:10,Deferred Status AME Approval Expense Report,Will Roberts,wroberts@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019 15:25,,0,1,Stellar Murad,JDE Support Team,7,1,,,New Ticket,2/8/2019 0:00,No
111109,2/1/2019 2:03,Query Report Scheduler Issue,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019 15:18,,0,1,Stellar Murad,SAP Support Team,9,2,,,New Ticket,2/8/2019 0:00,No
111107,2/1/2019 1:06,Class Roster.,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019 15:10,,0,1,Stellar Murad,SAP Support Team,13,2,,,Close Ticket,2/8/2019 0:00,No
111100,1/31/2019 23:16,Issue with Workflow Administrator Responsibility ,Will Roberts,wroberts@mailinator.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,4/1/2019 14:30,,0,1,Stellar Murad,JDE Support Team,8,1,,,New Ticket,2/7/2019 0:00,No
111142,3/11/2019 15:42,Excel-to-CI Incomplete Fields,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/22/2019 18:41,,0,1,Jared Smith,SAP Support Team,10,2,,,New Ticket,3/18/2019 0:00,No
111139,3/4/2019 9:05,Error Page upon log in to JDE Prod (04 Mar 2019),Julius Wright,jwirght@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/20/2019 17:16,,0,1,Jared Smith,JDE Support Team,12,1,,,New Ticket,3/11/2019 0:00,No
111101,1/31/2019 23:38,Error in Accessing Authority to HIRE,Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,3/20/2019 17:13,,0,1,Jared Smith,JDE Support Team,8,1,,,New Ticket,2/7/2019 0:00,No
111135,2/20/2019 8:39,Missing Contents in table,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/18/2019 18:14,,0,1,Jared Smith,JDE Support Team,18,4,,,New Ticket,2/27/2019 0:00,No
111134,2/20/2019 8:10,BATCH ELEMENT ENTRY ERROR,Wilson Campus,wilson.campus@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/13/2019 15:59,,0,1,Jared Smith,JDE Support Team,7,1,,,New Ticket,2/27/2019 0:00,No
111132,2/19/2019 11:21,Authority to Hire Page Disabled,Paul Jiggins,pjiggins@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,3/5/2019 18:08,,0,1,Jared Smith,JDE Support Team,24,7,,,New Ticket,2/26/2019 0:00,No
111102,1/31/2019 23:51,JDE Display Error upon Clicking HR Professional,Vic Vincent,vic.vincent@yahoo.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,3/5/2019 17:56,,0,1,Jared Smith,JDE Support Team,6,2,,,New Ticket,2/7/2019 0:00,No
111105,2/1/2019 0:44,Generating CHED_FT_2018 report,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Incident / Problem,Email,Closed,2/20/2019 15:13,,0,1,Jose Satary,SAP Support Team,9,1,,,Close Ticket,2/8/2019 0:00,No
111126,2/12/2019 16:46,Student is not appearing on the Classroster,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Incident / Problem,Web,Closed,2/20/2019 14:32,,0,1,Jose Satary,SAP Support Team,5,1,,,New Ticket,2/19/2019 0:00,No
111395,3/2/2020 16:06,Separate Remittance Advices Setup,Erick White,ewhite@yahoo.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,3/31/2021 11:19,,0,0,Jose Satary,JDE Support Team,112,21,,,Open ,3/16/2020 0:00,No
111508,9/28/2020 10:43,Vacation Leave Issue,Kian Rogers,krogers@mailinator.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,1/25/2021 12:06,,0,0,Jose Satary,JDE Support Team,15,2,,,New Ticket,10/12/2020 0:00,No
111540,10/22/2020 15:55,Training Process Name,Troy Daniels,troy.daniels@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,11/20/2020 16:25,,0,0,Jose Satary,JDE Support Team,5,0,,,Close Ticket,11/5/2020 0:00,No
111477,7/27/2020 14:44,Apply Patch,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,9/1/2020 17:52,,0,1,Jared Smith,SAP Support Team,5,0,,,New Ticket,8/10/2020 0:00,No
111427,5/29/2020 12:30,Inactive session in Web Server,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,6/19/2020 17:31,,0,1,Jared Smith,SAP Support Team,4,0,,,New Ticket,6/12/2020 0:00,No
111405,4/3/2020 9:29,DV Approval,Kenex Willows,kwillows@yahoo.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,6/16/2020 17:51,,0,1,Jared Smith,JDE Support Team,11,4,,,New Ticket,4/17/2020 0:00,No
111414,4/17/2020 19:20,Run SQR file in CS 9.2,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Open,6/1/2020 10:56,,0,0,Raya Musk,SAP Support Team,7,0,,,New Ticket,5/1/2020 0:00,No
111295,9/2/2019 17:13,Restart of Instances ,Aurora Miller,aurora.miller@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,11/14/2019 17:59,,0,1,Jared Smith,SAP Support Team,13,0,,,Close Ticket,9/16/2019 0:00,No
111241,6/25/2019 10:22,Project Migration from DEV to PROD Instance,John Brown,jbrown@outlook.com,Low,SAP JDE Support Department,Incident / Problem,Web,Closed,8/27/2019 17:03,,0,1,Jared Smith,SAP Support Team,26,14,,,Close Ticket,7/9/2019 0:00,No
111581,12/18/2020 10:17,HR Technical Analyzer in TEST,Kian Rogers,krogers@mailinator.com,Emergency,SAP JDE Support Department,Request,Web,Closed,1/4/2021 12:02,12/18/2020 22:17,0,1,Jared Smith,JDE Support Team,9,2,NON-PROD,TEST,Close Ticket,No SLA Request,No Value
111586,12/23/2020 15:17,Open VPN Authenticator App Setup,Kenex Willows,kwillows@yahoo.com,Emergency,SAP JDE Support Department,Request,Web,Closed,12/28/2020 17:37,12/24/2020 3:17,0,1,Jared Smith,JDE Support Team,7,0,PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111530,10/8/2020 17:29,Absence Duration,Kian Rogers,krogers@mailinator.com,Emergency,SAP JDE Support Department,Request,Web,Closed,10/16/2020 13:55,10/9/2020 5:29,0,1,Jared Smith,JDE Support Team,13,1,NON-PROD,TEST,Close Ticket,No SLA Request,No Value
111511,9/28/2020 14:53,Requesting a Server for Deployment,Jane Wilberts,jwilberts@mailinator.com,Emergency,Internal Technical Department,Request,Email,Closed,10/7/2020 13:57,9/28/2020 18:53,0,1,Jared Smith,Network Team,5,0,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111357,12/10/2019 15:00,Request for reconfigure of Palo Alto,Tomi Yamamoto,tyamamoto@gmail.com,Emergency,Internal Technical Department,Request,Web,Closed,12/18/2019 16:37,7/11/2019 20:07,0,1,Stellar Murad,Network Team,4,0,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111219,5/31/2019 11:35,oracle HRMS - Element Entry setup ,Wilson Campus,wilson.campus@yahoo.com,Emergency,SAP JDE Support Department,Request,Web,Closed,6/10/2019 14:52,10/1/2019 17:00,0,1,Jared Smith,JDE Support Team,14,6,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
135991,10/8/2018 0:32,FORTIGATE 200E Expiration.,Joseph Reynolds,jreynolds@yahoo.com,Emergency,Internal Technical Department,Request,Web,Resolved,12/6/2018 1:09,11/10/2020 22:16,1,1,Stellar Murad,Hardware Team,8,3,NON-PROD,TEST,New Ticket,No SLA Request,No Value
111588,12/29/2020 12:37,End date element entries for 300 Employees,Melody Thompson,mthompson@yahoo.com,High,SAP JDE Support Department,Request,Web,Closed,1/19/2021 17:38,8/24/2020 2:23,0,1,Jared Smith,JDE Support Team,10,1,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111539,10/21/2020 15:16,APP-SQLAP-10000 in Payables Module,Kenex Willows,kwillows@yahoo.com,High,SAP JDE Support Department,Request,Web,Closed,12/3/2020 8:00,4/29/2020 19:45,0,1,Jared Smith,JDE Support Team,7,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111535,10/19/2020 10:00,VPN Setup,Tomi Yamamoto,tyamamoto@gmail.com,High,Internal Technical Department,Request,Web,Closed,11/17/2020 12:22,1/30/2020 22:36,0,1,Jared Smith,Help Desk Team,4,0,PROD,TEST,New Ticket,No SLA Request,No Value
111382,2/7/2020 15:32,Set up and Configuration of ESET,Tomi Yamamoto,tyamamoto@gmail.com,High,Internal Technical Department,Request,Web,Closed,7/13/2020 12:15,6/8/2019 2:18,0,1,Jared Smith,Network Team,4,0,NON-PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111456,7/2/2020 12:11,Notifications,Jane Wilberts,jwilberts@mailinator.com,High,SAP JDE Support Department,Request,Web,Closed,7/6/2020 17:36,10/26/2019 2:55,0,1,Jared Smith,JDE Support Team,4,1,PROD,DEVELOPMENT,Open ,No SLA Request,No Value
111434,6/3/2020 16:30,Find oracle table of Position Occupancy,Melody Thompson,mthompson@yahoo.com,High,SAP JDE Support Department,Request,Web,Closed,6/24/2020 15:39,10/1/2019 22:33,0,1,Jared Smith,JDE Support Team,16,10,NON-PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111437,6/8/2020 11:35,Replace actual email in TEST instance,Melody Thompson,mthompson@yahoo.com,High,SAP JDE Support Department,Request,Web,Closed,6/15/2020 8:43,9/17/2019 22:04,0,1,Jared Smith,JDE Support Team,13,2,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111391,2/26/2020 15:36,PROD: Security changed in latest start date field,Melody Thompson,mthompson@yahoo.com,High,SAP JDE Support Department,Request,Web,Closed,3/5/2020 14:11,9/13/2019 17:00,0,1,Jared Smith,JDE Support Team,20,10,NON-PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111380,1/30/2020 10:36,Reset of PALO ALTO,Tomi Yamamoto,tyamamoto@gmail.com,High,Internal Technical Department,Request,Web,Closed,2/7/2020 16:37,9/10/2019 21:29,0,1,Stellar Murad,Network Team,5,0,NON-PROD,TEST,Close Ticket,No SLA Request,No Value
111301,9/17/2019 10:04,Password Reset,Tomi Yamamoto,tyamamoto@gmail.com,High,Internal Technical Department,Request,Web,Closed,10/21/2019 13:45,6/28/2019 4:37,0,1,Stellar Murad,Network Team,10,2,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111325,10/14/2019 16:47,Requesting for on-site visit,Tomi Yamamoto,tyamamoto@gmail.com,High,Internal Technical Department,Request,Web,Closed,10/21/2019 13:44,6/28/2019 5:01,0,1,Stellar Murad,Network Team,4,0,PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111261,7/16/2019 10:47,Port Forwarding,Jane Wilberts,jwilberts@mailinator.com,High,Internal Technical Department,Request,Web,Closed,10/8/2019 18:28,6/10/2019 17:00,0,1,Stellar Murad,Network Team,18,1,PROD,TEST,Close Ticket,No SLA Request,No Value
111114,2/1/2019 10:12,Class Permission of FOR 200-3 in UPLB,Jasper John,jasper.john@gmail.com,High,SAP JDE Support Department,Request,Web,Closed,9/11/2019 17:27,5/7/2019 4:49,0,1,Jared Smith,SAP Support Team,41,5,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111292,8/28/2019 11:46,Update the Landing Page,John Brown,jbrown@outlook.com,High,SAP JDE Support Department,Request,Web,Closed,9/11/2019 17:19,4/29/2019 20:33,0,1,Jared Smith,SAP Support Team,21,5,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111180,4/17/2019 17:24,[OAF] $Custom_TOP Path,Winson Williams,winson.williams@outlook.com,High,SAP JDE Support Department,Request,Web,Closed,7/9/2019 17:32,2/27/2019 22:33,0,1,Jared Smith,JDE Support Team,15,1,NON-PROD,TEST,New Ticket,No SLA Request,No Value
111659,4/7/2021 13:16,How to run SQL package,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Open,4/7/2021 16:42,9/17/2023 20:52,0,1,Satya Prakash,JDE Support Team,5,1,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111657,4/5/2021 16:22,Display footer on generated report.,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Open,4/7/2021 16:34,3/21/2021 16:26,0,0,Satya Prakash,SAP Support Team,4,1,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111643,3/18/2021 14:18,How to prevent our API to SQL injection,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Open,4/7/2021 12:33,3/9/2021 13:15,0,0,Satya Prakash,SAP Support Team,7,0,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111655,3/29/2021 16:18,Optimize the created Query.,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Open,4/6/2021 16:31,9/9/2023 23:54,0,1,Satya Prakash,SAP Support Team,7,0,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111602,1/28/2021 18:31,Past due balance posted in Student Center,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Resolved,4/6/2021 13:22,3/10/2021 15:49,1,0,Satya Prakash,SAP Support Team,34,5,PROD,TEST,New Ticket,No SLA Request,No Value
111644,3/18/2021 14:23,How to whitelist domain name in SAP API,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Open,3/31/2021 10:46,3/12/2021 17:00,0,1,Satya Prakash,SAP Support Team,5,0,NON-PROD,TEST,Close Ticket,No SLA Request,No Value
111642,3/18/2021 14:16,Creation of Separate nodes,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Open,3/30/2021 18:58,8/24/2023 4:55,0,0,Satya Prakash,SAP Support Team,3,1,NON-PROD,TEST,New Ticket,No SLA Request,No Value
111652,3/24/2021 17:54,Tablespace Issue,John Brown,jbrown@outlook.com,Normal,SAP JDE Support Department,Request,Web,Open,3/26/2021 13:25,1/29/2021 4:57,0,0,Raya Musk,SAP Support Team,4,0,PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111648,3/23/2021 11:16,Locked Out OpenVPN Account,Cherie Mercurie,cmercurie@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/23/2021 17:29,10/6/2020 2:56,0,1,Jared Smith,AWS Team,7,0,NON-PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111647,3/22/2021 18:33,[Test Only]:::SAP Reset Password,Cherie Mercurie,cmercurie@outlook.com,Normal,Internal Technical Department,Request,Phone,Open,3/22/2021 18:33,2/3/2021 11:37,1,1,Raya Musk,Help Desk Team,3,0,NON-PROD,DEVELOPMENT,Close Ticket,No SLA Request,No Value
111645,3/19/2021 8:52,How to override set-up in created element,Melody Thompson,mthompson@yahoo.com,Normal,SAP JDE Support Department,Request,Web,Resolved,3/19/2021 8:52,11/19/2020 8:22,0,1,Raya Musk,JDE Support Team,5,2,PROD,TEST,New Ticket,No SLA Request,No Value
111599,1/28/2021 10:39,Extraction of Data on ODSM.,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/15/2021 17:10,1/15/2021 19:37,0,1,Jared Smith,SAP Support Team,12,3,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111626,3/3/2021 15:44,Person Analyzer,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/11/2021 16:38,11/19/2020 8:59,0,1,Jared Smith,JDE Support Team,3,0,PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111625,2/24/2021 11:34,Tuition Calculation Issue,Jasper John,jasper.john@gmail.com,Normal,SAP JDE Support Department,Request,Web,Closed,3/9/2021 8:48,12/15/2020 6:52,0,1,Jared Smith,SAP Support Team,12,3,"PROD,PROD",TEST,New Ticket,No SLA Request,No Value
111623,2/22/2021 16:55,Person Analyzer for 132939,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Open,3/1/2021 16:20,11/25/2020 18:59,0,0,Raya Musk,JDE Support Team,4,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111607,2/12/2021 19:25,Person Analyzer,Kian Rogers,krogers@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/19/2021 16:49,11/19/2020 13:35,0,1,Jared Smith,JDE Support Team,8,3,PROD,TEST,Close Ticket,No SLA Request,No Value
111616,2/15/2021 15:57,Request for VPN Account,Cheena Carols,cheena.carols@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/19/2021 14:12,11/10/2020 3:04,0,1,Jared Smith,AWS Team,5,0,NON-PROD,PRODUCTION,Close Ticket,No SLA Request,No Value
111600,1/28/2021 16:57,Contact Details Update (Landing Page),Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,2/5/2021 17:41,8/13/2020 10:10,0,1,Jared Smith,SAP Support Team,9,2,NON-PROD,TEST,New Ticket,No SLA Request,No Value
111546,11/8/2020 20:24,Demo Units for Pullout,Paul Smith,paul.smith@mailinator.com,Normal,Internal Technical Department,Request,Email,Closed,2/5/2021 17:02,10/29/2020 17:00,0,1,Jared Smith,Network Team,5,0,PROD,DEVELOPMENT,Close Ticket,No SLA Request,No Value
111562,11/23/2020 9:33,license is not yet activated / reflected in fortic,Grace Evans,gevans@mailinator.com,Normal,Internal Technical Department,Request,Phone,Closed,2/5/2021 17:00,7/10/2020 3:52,0,1,Jared Smith,Network Team,6,1,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111557,11/18/2020 20:22,Deletion of NID data in Add/Update a Person Module,Bladimir Macdonald,bmacdonald@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/25/2021 17:57,9/29/2020 17:00,0,1,Jared Smith,SAP Support Team,15,1,NON-PROD,TEST,New Ticket,No SLA Request,No Value
111598,1/25/2021 17:07,Personalization on Shopping Cart buttons,Riza Richardson,rrichardson@mailinator.com,Normal,SAP JDE Support Department,Request,Web,Open,1/25/2021 17:07,9/24/2020 22:11,0,1,Raya Musk,JDE Support Team,2,2,NON-PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111592,1/15/2021 7:37,New VPN account,Erick White,ewhite@yahoo.com,Normal,Internal Technical Department,Request,Web,Closed,1/22/2021 16:02,8/14/2020 22:00,0,1,Jared Smith,Help Desk Team,5,0,NON-PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111558,11/18/2020 20:59,ITDC Servers not accessible,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/15/2021 16:42,10/1/2020 17:00,0,1,Jared Smith,SAP Support Team,8,2,PROD,PRODUCTION,New Ticket,No SLA Request,No Value
111585,12/23/2020 13:47,OPEN VPN ACCOUNT LOCKED,Marvin Peters,mpeters@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/5/2021 17:07,10/1/2020 17:00,0,1,Jared Smith,AWS Team,11,0,NON-PROD,PRODUCTION,Open ,No SLA Request,No Value
111584,12/22/2020 15:05,Request to update the Privacy Policy Link ,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,1/5/2021 16:27,9/15/2020 17:00,0,1,Jared Smith,SAP Support Team,5,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111568,12/1/2020 15:29,OS Installation for DOT Client,Pradeep Sharma,pradeep.sharma@outlook.com,Normal,Internal Technical Department,Request,Phone,Closed,12/14/2020 15:38,9/3/2020 2:13,0,1,Jared Smith,Help Desk Team,6,0,NON-PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111533,10/9/2020 15:34,Customized SQL script in report - Internet Details,Aurora Miller,aurora.miller@outlook.com,Normal,SAP JDE Support Department,Request,Web,Closed,12/14/2020 10:35,7/21/2020 4:19,0,1,Jared Smith,SAP Support Team,5,3,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
111567,12/1/2020 11:55,Slow performance and defective dell battery,Rex Farris,rfarris@yahoo.com,Normal,Internal Technical Department,Request,Phone,Closed,12/4/2020 17:32,8/27/2020 19:29,0,1,Jared Smith,Help Desk Team,5,0,PROD,DEVELOPMENT,New Ticket,No SLA Request,No Value
